מטבח כשר,משופצת,"ממ""ד",דלתות פנדור,מזגן תדיראן,ריהוט,גישה לנכים,מיזוג,מעלית,מחסן,סורגים,חניות,מרפסות,קומות בבנין,מצב הנכס,סוג נכס,עיר,שכונה,תיווך,ציון,חדרים,קומה,"מ""ר",מחיר
,1,0,1,1,0,0,1,0,0,1,ללא,1,3,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",2.5,1,60,"1,360,000 ₪"
,0,0,0,0,0,0,0,0,0,0,ללא,,,דרוש שיפוץ,פרטי/קוטג', חולון,[],1,4.3,2.5,קרקע,168,"1,550,000 ₪"
,1,1,1,0,0,0,0,1,0,0,ללא,1,6,חדש מקבלן,דירת גן, חולון,[' נאות רחל'],1,"4
מ",3,קרקע,79,"1,590,000 ₪"
,0,0,0,0,1,0,1,0,0,0,ללא,,1,משופץ,דירת גן, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,5.5,קרקע,280,"2,290,000 ₪"
,1,1,0,0,0,1,0,1,0,0,1,1,4,חדש מקבלן,דירה, חולון,[' נווה רמז'],1,4.3,5,3,127,"2,400,000 ₪"
,1,0,1,0,0,1,1,1,0,1,1,1,4,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,5,3,110,"2,190,000 ₪"
,0,1,1,1,0,0,1,1,1,0,2,1,12,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,5,115,"2,690,000 ₪"
,1,0,0,0,0,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3.5,2,90,"1,550,000 ₪"
,1,1,0,0,0,0,1,1,1,0,2,2,3,משופץ,דירה, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,4,1,120,"2,450,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3,3,67,"1,400,000 ₪"
,1,1,0,0,0,1,1,1,0,0,ללא,2,6,משופץ,דירה, חולון,[' נווה רמז'],1,4.3,4,1,90,לא צוין מחיר
,1,1,0,1,0,1,1,1,0,0,1,1,6,חדש,דירה, חולון,[' קרית שרת מערב'],1,4.4,4,1,100,"2,380,000 ₪"
,0,0,0,0,0,1,1,1,0,0,1,1,5,במצב שמור,דירה, חולון,[' בן גוריון'],1,"4
מ",4.5,1,104,"2,150,000 ₪"
,1,0,0,0,0,0,1,0,1,0,2,,2,משופץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",4,2,100,"1,890,000 ₪"
,1,0,1,1,1,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,2.5,2,60,"1,250,000 ₪"
,1,0,1,1,0,0,1,0,0,1,1,1,4,משופץ,דירה, חולון,[],1,4.3,3,2,60,"1,410,000 ₪"
,1,1,1,1,1,1,1,1,1,1,ללא,,2,משופץ,גג/פנטהאוז, חולון,[],1,4.5,4,2,98,"2,190,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,1,6,חדש מקבלן,דירה, חולון,[' נאות רחל'],1,"4
מ",4,4,101,"1,830,000 ₪"
,0,0,0,0,1,1,1,1,0,0,1,,8,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",4.5,7,110,"1,699,000 ₪"
,1,1,0,0,0,1,1,1,1,0,1,1,13,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,4,6,10,"2,450,000 ₪"
,1,1,1,0,1,1,0,1,1,0,1,1,7,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",3,2,68,"1,650,000 ₪"
,1,1,1,1,1,0,1,0,1,0,ללא,3,1,חדש,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,5,1,170,לא צוין מחיר
,1,0,0,0,0,1,1,0,1,1,ללא,1,2,במצב שמור,דירת גן, חולון,"["" רסקו ב'""]",1,"4
מ",4,קרקע,180,"1,790,000 ₪"
,,,,,,,,,,,,,,,דירה, חולון,"[' מרכז', ' קרית עבודה']",0,3.5,3,80,"1,350,000 ₪",
,1,1,1,1,0,1,1,1,1,0,1,2,4,חדש מקבלן,גג/פנטהאוז, חולון,[' גרין ועם'],1,4.4,5,4,160,"2,750,000 ₪"
,1,0,0,0,1,0,1,0,0,1,ללא,,3,במצב שמור,דירה, חולון,"["" ג'סי כהן""]",1,4.4,3,קרקע,65,"1,290,001 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,0,1,1,0,1,1,1,1,1,1,1,7,משופץ,גג/פנטהאוז, חולון,[' בן גוריון'],1,"4
מ",5.5,7,200,"2,520,000 ₪"
,1,1,1,1,1,1,1,1,0,0,1,1,6,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,3,3,70,"1,750,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,3,דרוש שיפוץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,2.5,3,78,"1,345,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[],1,2.5,4,56,"1,170,000 ₪",
,0,1,0,0,0,0,1,1,0,0,1,1,5,במצב שמור,דירה, חולון,[' נווה רמז'],1,4.3,4,3,95,"1,995,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,28,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,25,152,"3,690,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,1,1,משופץ,גג/פנטהאוז, חולון,[],1,4.3,6,1,140,"2,450,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,5,משופץ,דירה, חולון,[' קרית רבין'],1,3.6,5,1,120,"2,600,000 ₪"
,1,0,1,1,0,1,1,1,0,1,ללא,,6,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3.5,3,80,"1,600,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,1,7,חדש מקבלן,גג/פנטהאוז, חולון,[' נאות שושנים'],1,4.5,4,7,190,"2,600,000 ₪"
,1,1,1,0,0,1,1,1,0,1,1,2,5,משופץ,גג/פנטהאוז, חולון,[' קרית שרת מערב'],1,4.4,5,5,180,"2,550,000 ₪"
,,,,0,,0,,,0,,,,,,מגרשים,מגרשים,[],1,-,קרקע,600,"1,390,000 ₪",
,0,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' שיכון ותיקים'],1,4.2,3.5,3,70,"1,350,000 ₪"
,1,0,0,1,0,1,1,0,0,1,ללא,1,3,משופץ,דירת גן, חולון,[' מפדה אזרחי'],1,4.1,3.5,קרקע,80,"1,690,000 ₪"
,1,0,1,1,0,0,1,0,0,0,ללא,1,4,משופץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",3,3,75,"1,450,000 ₪"
,1,0,1,0,0,0,1,1,0,1,1,,4,משופץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",3.5,4,78,"1,700,000 ₪"
,1,0,0,1,1,0,1,1,0,1,1,1,5,משופץ,דירה, חולון,[],1,4.4,4,1,100,"1,795,000 ₪"
,1,0,0,1,0,0,1,0,0,1,1,1,2,במצב שמור,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,5,2,232,"2,320,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,24,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,19,130,"3,490,000 ₪"
,1,0,1,0,0,1,1,1,0,0,2,,5,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,4,2,80,"1,690,000 ₪"
,1,0,1,1,0,1,1,1,0,0,1,2,7,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",5,6,לא צוין,"2,490,000 ₪"
,0,0,0,0,0,1,0,1,0,0,ללא,,4,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3,3,80,"1,550,000 ₪"
,0,0,0,0,0,0,1,1,0,0,1,1,9,במצב שמור,גג/פנטהאוז, חולון,[],1,"4
מ",4,9,140,"2,250,000 ₪"
,1,0,0,0,0,0,1,0,0,0,1,,4,במצב שמור,דירה, חולון,[' גרין ועם'],1,4.4,3.5,2,80,"1,500,000 ₪"
,0,0,1,0,0,0,1,1,0,0,1,,6,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4,2,79,"1,550,000 ₪"
,1,1,0,0,0,1,0,1,0,0,1,,8,חדש מקבלן,דירה, חולון,[' גרין ועם'],1,4.4,4,1,90,"1,760,000 ₪"
,1,0,1,1,1,0,1,0,0,0,ללא,1,3,משופץ,דירה, חולון,[' מפדה אזרחי'],1,4.1,3,2,45,"1,550,000 ₪"
,1,1,1,1,0,1,1,1,1,1,2,1,22,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,18,144,לא צוין מחיר
,1,0,0,0,0,0,1,0,0,0,ללא,,2,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,3,1,65,"1,420,000 ₪"
,1,0,1,1,0,0,1,1,0,1,ללא,,4,משופץ,דירה,דירה,[],1,"4
מ",3,3,75,לא צוין מחיר
,1,1,1,1,0,1,1,1,0,1,1,1,6,משופץ,דירה, חולון,[],1,"4
מ",5,1,110,"1,690,000 ₪"
,,,,0,,0,,,0,,,,,,מגרשים, חולון,[],1,-,קרקע,750,"55,555 ₪",
,0,0,0,0,0,0,1,0,1,0,ללא,1,1,משופץ,גג/פנטהאוז, חולון,[],1,4.3,6,1,140,"2,450,000 ₪"
,1,1,1,0,0,1,1,1,1,1,2,1,19,חדש,דירה, חולון,[' קרית אילון'],1,3.9,4,15,95,"2,570,000 ₪"
,,,,0,,0,,,0,,,,,,מגרשים,מגרשים,[],1,4.4,-,קרקע,340,לא צוין מחיר
,1,0,1,0,0,0,1,1,0,0,ללא,,4,משופץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",4,3,90,"1,850,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,0,0,0,1,0,0,1,1,0,0,1,,8,במצב שמור,דירה, חולון,[' בן גוריון'],1,"4
מ",4.5,6,105,"1,770,000 ₪"
,0,0,0,0,1,0,1,0,0,1,1,,3,במצב שמור,דירה, חולון,"["" רסקו א'""]",1,"4
מ",3,2,80,"1,480,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,20,חדש,גג/פנטהאוז, חולון,[],1,3.9,7,18,240,לא צוין מחיר
,0,0,0,1,1,1,1,0,1,1,1,2,,דרוש שיפוץ,פרטי/קוטג', חולון,[' נאות יהודית ונווה ארזים'],1,4.5,3,קרקע,320,"2,400,000 ₪"
,0,0,0,1,1,1,1,0,0,0,ללא,,4,דרוש שיפוץ,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,1,65,"1,465,000 ₪"
,1,0,0,1,0,0,1,0,0,1,ללא,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3.5,3,76,"1,200,000 ₪"
,1,0,0,0,1,0,1,0,0,1,ללא,,2,משופץ,דירה, חולון,[' מפדה אזרחי'],1,4.1,3,קרקע,60,"1,490,000 ₪"
,0,0,1,1,1,0,1,1,0,1,1,,8,במצב שמור,דירה, חולון,[' בן גוריון'],1,"4
מ",3,3,61,"1,545,000 ₪"
,1,0,0,0,0,1,1,0,0,1,ללא,,4,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3,קרקע,51,"1,300,000 ₪"
,1,0,1,1,1,0,1,0,0,1,ללא,1,3,משופץ,דירה, חולון,[' קרית שרת מזרח'],1,4.5,4,3,90,"1,590,000 ₪"
,1,0,0,0,0,0,0,0,0,0,ללא,,4,משופץ,דירה, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,4,1,80,"1,595,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[],1,4.4,3,4,85,"1,295,000 ₪"
,0,0,0,1,0,0,1,0,0,1,ללא,1,1,במצב שמור,גג/פנטהאוז, חולון,[' תל גיבורים'],1,4.5,3.5,1,130,"1,890,000 ₪"
,1,0,1,1,0,1,1,1,1,1,1,1,7,משופץ,גג/פנטהאוז, חולון,[' בן גוריון'],1,"4
מ",5.5,7,200,"2,520,000 ₪"
,1,1,1,1,1,1,1,1,0,0,1,1,6,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,3,3,70,"1,750,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,3,דרוש שיפוץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,2.5,3,78,"1,345,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[],1,2.5,4,56,"1,170,000 ₪",
,0,1,0,0,0,0,1,1,0,0,1,1,5,במצב שמור,דירה, חולון,[' נווה רמז'],1,4.3,4,3,95,"1,995,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,28,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,25,152,"3,690,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,1,1,משופץ,גג/פנטהאוז, חולון,[],1,4.3,6,1,140,"2,450,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,5,משופץ,דירה, חולון,[' קרית רבין'],1,3.6,5,1,120,"2,600,000 ₪"
,1,0,1,1,0,1,1,1,0,1,ללא,,6,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3.5,3,80,"1,600,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,1,7,חדש מקבלן,גג/פנטהאוז, חולון,[' נאות שושנים'],1,4.5,4,7,190,"2,600,000 ₪"
,1,1,1,0,0,1,1,1,0,1,1,2,5,משופץ,גג/פנטהאוז, חולון,[' קרית שרת מערב'],1,4.4,5,5,180,"2,550,000 ₪"
,,,,0,,0,,,0,,,,,,מגרשים,מגרשים,[],1,-,קרקע,600,"1,390,000 ₪",
,0,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' שיכון ותיקים'],1,4.2,3.5,3,70,"1,350,000 ₪"
,1,0,0,1,0,1,1,0,0,1,ללא,1,3,משופץ,דירת גן, חולון,[' מפדה אזרחי'],1,4.1,3.5,קרקע,80,"1,690,000 ₪"
,1,0,1,1,0,0,1,0,0,0,ללא,1,4,משופץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",3,3,75,"1,450,000 ₪"
,1,0,1,0,0,0,1,1,0,1,1,,4,משופץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",3.5,4,78,"1,700,000 ₪"
,1,0,0,1,1,0,1,1,0,1,1,1,5,משופץ,דירה, חולון,[],1,4.4,4,1,100,"1,795,000 ₪"
,1,0,0,1,0,0,1,0,0,1,1,1,2,במצב שמור,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,5,2,232,"2,320,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,24,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,19,130,"3,490,000 ₪"
,1,0,1,0,0,1,1,1,0,0,2,,5,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,4,2,80,"1,690,000 ₪"
,1,0,1,1,0,1,1,1,0,0,1,2,7,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",5,6,לא צוין,"2,490,000 ₪"
,0,0,0,0,0,1,0,1,0,0,ללא,,4,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3,3,80,"1,550,000 ₪"
,0,0,0,0,0,0,1,1,0,0,1,1,9,במצב שמור,גג/פנטהאוז, חולון,[],1,"4
מ",4,9,140,"2,250,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,0,1,1,0,0,1,0,1,1,1,1,1,7,חדש מקבלן,דירת גן, חולון,[' אגרובנק'],1,"4
מ",4,קרקע,95,"2,499,000 ₪"
,1,0,1,1,0,1,1,1,1,1,1,1,6,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",4,5,19,"1,960,000 ₪"
,1,1,1,1,1,1,1,0,1,1,ללא,,1,משופץ,דירת גן, חולון,[' גרין ועם'],1,4.4,3.5,קרקע,160,"2,150,000 ₪"
,1,1,1,0,0,1,1,1,1,0,ללא,1,13,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,7,130,לא צוין מחיר
,0,0,0,0,0,1,0,0,0,0,ללא,,,במצב שמור,פרטי/קוטג', חולון,[' שיכון ותיקים'],1,4.2,4.5,קרקע,280,"2,390,000 ₪"
,1,0,1,1,0,0,1,0,0,0,1,,4,משופץ,דירה, חולון,[],1,4.3,2,4,50,"1,310,000 ₪"
,1,0,1,1,0,0,1,0,0,1,ללא,1,4,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3,1,75,"1,430,000 ₪"
,0,1,1,1,1,1,1,1,1,1,1,2,7,דרוש שיפוץ,גג/פנטהאוז, חולון,[' בן גוריון'],1,"4
מ",5,7,240,"2,850,000 ₪"
,1,0,1,1,0,0,1,0,0,1,ללא,,3,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3,2,72,"1,270,000 ₪"
,1,1,1,1,0,1,1,1,1,1,1,1,8,משופץ,דירה, חולון,[],1,3.9,5,5,120,"2,890,000 ₪"
,1,0,0,0,0,1,1,1,0,0,1,,7,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,4,4,75,"1,870,000 ₪"
,1,0,1,0,0,0,1,0,1,0,1,1,2,משופץ,גג/פנטהאוז, חולון,"["" רסקו א'""]",1,"4
מ",6,2,147,"3,750,000 ₪"
,1,0,1,0,0,1,1,1,0,0,1,,7,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",3,2,64,"1,570,000 ₪"
,1,0,1,0,0,0,1,1,0,0,1,,2,משופץ,דופלקס, חולון,[],1,4.3,3,2,165,"3,500,000 ₪"
,1,0,1,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3,2,60,"1,340,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,1,4,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,3,4,70,"1,180,000 ₪"
,0,0,0,0,0,0,1,0,0,1,1,1,3,דרוש שיפוץ,דירה, חולון,[' תל גיבורים'],1,4.5,3.5,2,74,"1,490,000 ₪"
,0,1,1,1,0,1,1,1,1,0,2,,6,משופץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,5,4,140,"2,300,000 ₪"
,0,0,0,0,0,1,1,1,0,0,1,,6,דרוש שיפוץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4.5,3,125,"1,790,000 ₪"
,,,,,,,,,,,,,,,דירה, חולון,[' קרית אילון'],0,4,1,100,"2,350,000 ₪",
,1,1,0,0,0,1,1,1,0,0,ללא,,12,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4,11,84,"1,470,000 ₪"
,0,0,0,0,0,0,1,0,0,1,ללא,,3,במצב שמור,גג/פנטהאוז, חולון,"["" רסקו ב'""]",1,"4
מ",5,3,112,"1,910,000 ₪"
,1,1,0,1,0,1,1,1,0,1,1,2,5,במצב שמור,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,5,5,190,"2,850,000 ₪"
,1,1,0,1,0,0,1,0,0,1,2,3,2,במצב שמור,דופלקס, חולון,[' תל גיבורים'],1,4.5,5,2,120,"2,200,000 ₪"
,1,0,1,1,0,0,1,0,0,0,1,,4,משופץ,דירה, חולון,[' שיכון ותיקים'],1,4.2,3.5,4,70,לא צוין מחיר
,1,1,0,0,0,0,1,1,1,1,2,2,5,משופץ,גג/פנטהאוז, חולון,[' קרית שרת מערב'],1,4.4,5,5,120,"3,070,000 ₪"
,1,0,1,1,1,0,1,0,0,1,ללא,,4,משופץ,דירה, חולון,[],1,4.3,3,3,70,"1,350,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,1,3,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3,קרקע,60,"1,360,000 ₪"
,1,0,1,0,0,1,1,1,0,1,ללא,,4,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3,3,70,"1,460,000 ₪"
,1,0,1,0,0,0,1,0,0,0,1,,4,משופץ,דירה, חולון,[' נווה רמז'],1,4.3,3.5,4,80,"1,260,000 ₪"
,,,,0,,0,,,0,,,,,,מגרשים, חולון,[],1,3.9,-,קרקע,100,"290,000 ₪"
,1,1,1,1,1,1,1,1,1,0,2,1,6,משופץ,דירה, חולון,[' קרית רבין'],1,3.6,5,1,120,"2,600,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,3,3,65,"1,190,000 ₪"
,1,0,1,0,0,1,1,1,0,0,1,,7,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,6,90,"1,910,000 ₪"
,1,0,1,1,1,1,1,1,0,1,1,2,8,משופץ,גג/פנטהאוז, חולון,[' נאות רחל'],1,"4
מ",6,8,135,"2,390,000 ₪"
,1,0,1,1,1,1,1,1,1,0,1,1,7,משופץ,גג/פנטהאוז, חולון,[' בן גוריון'],1,"4
מ",5,7,100,לא צוין מחיר
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,0,0,1,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,3,70,"1,310,000 ₪"
,,,,0,,0,,,0,,,,,,מגרשים,מגרשים,[],1,-,קרקע,700,"1,750,000 ₪",
,1,1,0,0,0,1,0,1,0,1,1,1,7,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,5,6,104,"2,250,000 ₪"
,0,1,0,1,0,0,1,1,1,0,1,,7,במצב שמור,דירה, חולון,[' נווה רמז'],1,4.3,5,4,100,"1,750,000 ₪"
,1,0,0,0,0,0,1,0,0,1,ללא,,3,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",3.5,3,86,"1,560,000 ₪"
,0,0,0,0,0,0,1,1,0,0,ללא,,4,במצב שמור,דירה, חולון,[' גרין ועם'],1,4.4,3,3,70,"1,490,000 ₪"
,1,0,1,0,1,1,1,1,0,1,1,,5,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",4,1,100,"1,895,000 ₪"
,0,1,0,0,0,0,1,0,1,0,1,1,4,במצב שמור,דירה, חולון,[' שיכון ותיקים'],1,4.2,5,4,115,"1,590,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,1,4,במצב שמור,דירה, חולון,"["" ג'סי כהן""]",1,4.4,3.5,4,80,"1,320,000 ₪"
,0,0,0,1,0,1,1,1,0,1,ללא,,9,במצב שמור,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,3,70,"1,390,000 ₪"
,1,1,0,0,0,1,1,1,1,0,1,1,30,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,2,120,"2,790,000 ₪"
,1,0,1,1,0,1,1,1,0,0,1,,6,משופץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,4,1,93,"1,830,000 ₪"
,0,0,0,1,0,0,1,0,0,1,1,,3,במצב שמור,גג/פנטהאוז, חולון,"["" רסקו ב'""]",1,"4
מ",4,2,117,"1,890,000 ₪"
,0,0,1,1,1,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,3,קרקע,67,"1,260,000 ₪"
,1,1,1,1,0,1,1,1,1,1,2,1,12,חדש,גג/פנטהאוז, חולון,[' קרית אילון'],1,3.9,6,12,160,"4,950,000 ₪"
,0,1,0,1,0,1,1,0,1,1,2,1,,במצב שמור,פרטי/קוטג', חולון,[' גרין ועם'],1,4.4,7,קרקע,430,"3,600,000 ₪"
,,,,,,,,,,,,,,,דירה, חולון,"["" רסקו א'""]",0,5,1,125,"2,290,000 ₪",
,1,0,1,0,0,0,1,1,1,0,2,1,20,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,7,120,"2,900,000 ₪"
,1,0,1,1,0,1,1,1,1,1,1,2,7,משופץ,גג/פנטהאוז, חולון,[' נאות רחל'],1,"4
מ",7,7,280,לא צוין מחיר
,0,1,0,0,0,0,1,0,0,0,ללא,,6,במצב שמור,דירה, חולון,[' קרית שרת מערב'],1,4.4,4,3,90,"1,680,000 ₪"
,0,0,0,1,0,0,1,0,0,1,ללא,,3,במצב שמור,דירה, חולון,"["" ג'סי כהן""]",1,4.4,4,2,90,"1,450,000 ₪"
,1,1,0,1,0,1,1,1,0,1,1,1,6,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",4,2,115,"2,090,000 ₪"
,0,0,0,1,0,1,1,1,0,1,ללא,2,8,במצב שמור,גג/פנטהאוז, חולון,[' בן גוריון'],1,"4
מ",5,8,175,"2,150,000 ₪"
,1,1,0,0,1,1,1,1,1,0,1,1,12,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,4,2,125,"2,940,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3.5,3,85,"1,650,000 ₪"
,0,0,0,1,1,0,1,0,0,1,ללא,1,3,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",2,1,40,"1,100,000 ₪"
,0,1,0,0,0,1,0,1,1,0,1,1,9,חדש מקבלן,דירה, חולון,[' קרית רבין'],1,3.6,5,5,125,"2,750,000 ₪"
,0,0,0,1,1,1,1,0,1,1,1,1,,במצב שמור,פרטי/קוטג', חולון,[' נאות יהודית ונווה ארזים'],1,4.5,3,קרקע,90,"2,790,000 ₪"
,0,1,1,0,0,1,1,1,1,0,2,1,13,חדש מקבלן,דירה, חולון,[' קרית אילון'],1,3.9,5,10,115,"2,830,000 ₪"
,1,1,1,1,1,1,1,0,1,1,2,,,משופץ,פרטי/קוטג', חולון,[],1,4.1,6,קרקע,530,"5,190,000 ₪"
,1,1,1,1,0,1,1,1,1,0,1,2,7,חדש מקבלן,דירת גן, חולון,[' קרית שרת מערב'],1,4.4,5,קרקע,182,"2,450,000 ₪"
,1,0,1,1,0,1,1,1,1,1,1,1,6,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",4,5,19,"1,960,000 ₪"
,1,1,1,1,1,1,1,0,1,1,ללא,,1,משופץ,דירת גן, חולון,[' גרין ועם'],1,4.4,3.5,קרקע,160,"2,150,000 ₪"
,1,1,1,0,0,1,1,1,1,0,ללא,1,13,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,7,130,לא צוין מחיר
,0,0,0,0,0,1,0,0,0,0,ללא,,,במצב שמור,פרטי/קוטג', חולון,[' שיכון ותיקים'],1,4.2,4.5,קרקע,280,"2,390,000 ₪"
,1,0,1,1,0,0,1,0,0,0,1,,4,משופץ,דירה, חולון,[],1,4.3,2,4,50,"1,310,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,1,1,1,1,1,1,1,1,1,ללא,,4,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,3,4,70,"1,310,000 ₪"
,1,1,1,0,0,1,1,1,0,1,1,2,5,חדש מקבלן,גג/פנטהאוז, חולון,[' נאות רחל'],1,"4
מ",4,5,240,"3,250,000 ₪"
,1,0,0,0,0,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,2,60,"1,450,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",3,1,77,"1,490,000 ₪"
